품질ID,작업ID,관리항목,관리기준/확인내용,검사방법,검사시점,품질이 해야할 일,출처URL
Q-RC-CONC-002-01,RC-CONC-002,슬럼프·공기량,배합설계 및 현장 기준 범위,시험기구,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-RC-CONC-002-02,RC-CONC-002,타설 연속성,콜드조인트 방지,시공기록,타설 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-RC-CONC-002-03,RC-CONC-002,다짐·마감,재료분리·공극 없음,육안/바이브레이터 관리,타설 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-RC-CONC-003-01,RC-CONC-003,슬럼프·공기량,배합설계 및 현장 기준 범위,시험기구,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-RC-CONC-003-02,RC-CONC-003,타설 연속성,콜드조인트 방지,시공기록,타설 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-RC-CONC-003-03,RC-CONC-003,다짐·마감,재료분리·공극 없음,육안/바이브레이터 관리,타설 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-RC-CURE-001-01,RC-CURE-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-RC-CURE-001-02,RC-CURE-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-RC-CURE-001-03,RC-CURE-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-RC-TEST-001-01,RC-TEST-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-RC-TEST-001-02,RC-TEST-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-RC-TEST-001-03,RC-TEST-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2061%2050%2005%3A2017-10-27
Q-STEEL-ANCHOR-001-01,STEEL-ANCHOR-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-ANCHOR-001-02,STEEL-ANCHOR-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-ANCHOR-001-03,STEEL-ANCHOR-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-ERECT-001-01,STEEL-ERECT-001,부재규격,제작도·반입검사 일치,성적서/육안,설치 전,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-ERECT-001-02,STEEL-ERECT-001,수직도·볼트체결,허용오차 및 토크 확인,레벨/토크렌치,설치 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-ERECT-001-03,STEEL-ERECT-001,용접품질,외관·필요 시 NDT,육안/NDT,용접 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-BOLT-001-01,STEEL-BOLT-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-BOLT-001-02,STEEL-BOLT-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-BOLT-001-03,STEEL-BOLT-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-WELD-001-01,STEEL-WELD-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-WELD-001-02,STEEL-WELD-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-WELD-001-03,STEEL-WELD-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-DECK-001-01,STEEL-DECK-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-DECK-001-02,STEEL-DECK-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-DECK-001-03,STEEL-DECK-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-FIRE-001-01,STEEL-FIRE-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-FIRE-001-02,STEEL-FIRE-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STEEL-FIRE-001-03,STEEL-FIRE-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-MASON-BRICK-001-01,MASON-BRICK-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-MASON-BRICK-001-02,MASON-BRICK-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-MASON-BRICK-001-03,MASON-BRICK-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-MASON-BLOCK-001-01,MASON-BLOCK-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-MASON-BLOCK-001-02,MASON-BLOCK-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-MASON-BLOCK-001-03,MASON-BLOCK-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-MASON-LINTEL-001-01,MASON-LINTEL-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-MASON-LINTEL-001-02,MASON-LINTEL-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-MASON-LINTEL-001-03,MASON-LINTEL-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-PLASTER-WALL-001-01,PLASTER-WALL-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-PLASTER-WALL-001-02,PLASTER-WALL-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-PLASTER-WALL-001-03,PLASTER-WALL-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-PLASTER-FLOOR-001-01,PLASTER-FLOOR-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-PLASTER-FLOOR-001-02,PLASTER-FLOOR-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-PLASTER-FLOOR-001-03,PLASTER-FLOOR-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-PLASTER-LEVEL-001-01,PLASTER-LEVEL-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-PLASTER-LEVEL-001-02,PLASTER-LEVEL-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-PLASTER-LEVEL-001-03,PLASTER-LEVEL-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-WATER-URE-001-01,WATER-URE-001,바탕면 상태,건조·청소·균열보수 완료,함수율/육안,시공 전,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-WATER-URE-001-02,WATER-URE-001,도막두께·겹침,시방 기준 두께·겹침 확보,두께측정/줄자,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-WATER-URE-001-03,WATER-URE-001,담수·누수 확인,누수 없음,담수시험/육안,양생 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-WATER-SHEET-001-01,WATER-SHEET-001,바탕면 상태,건조·청소·균열보수 완료,함수율/육안,시공 전,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-WATER-SHEET-001-02,WATER-SHEET-001,도막두께·겹침,시방 기준 두께·겹침 확보,두께측정/줄자,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-WATER-SHEET-001-03,WATER-SHEET-001,담수·누수 확인,누수 없음,담수시험/육안,양생 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-WATER-JOINT-001-01,WATER-JOINT-001,바탕면 상태,건조·청소·균열보수 완료,함수율/육안,시공 전,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-WATER-JOINT-001-02,WATER-JOINT-001,도막두께·겹침,시방 기준 두께·겹침 확보,두께측정/줄자,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-WATER-JOINT-001-03,WATER-JOINT-001,담수·누수 확인,누수 없음,담수시험/육안,양생 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-INSUL-XPS-001-01,INSUL-XPS-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-INSUL-XPS-001-02,INSUL-XPS-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-INSUL-XPS-001-03,INSUL-XPS-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-INSUL-WOOL-001-01,INSUL-WOOL-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-INSUL-WOOL-001-02,INSUL-WOOL-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-INSUL-WOOL-001-03,INSUL-WOOL-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-WINDOW-AL-001-01,WINDOW-AL-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-WINDOW-AL-001-02,WINDOW-AL-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-WINDOW-AL-001-03,WINDOW-AL-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-WINDOW-GLASS-001-01,WINDOW-GLASS-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-WINDOW-GLASS-001-02,WINDOW-GLASS-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-WINDOW-GLASS-001-03,WINDOW-GLASS-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-WINDOW-DOOR-001-01,WINDOW-DOOR-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-WINDOW-DOOR-001-02,WINDOW-DOOR-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-WINDOW-DOOR-001-03,WINDOW-DOOR-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-METAL-RAIL-001-01,METAL-RAIL-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-METAL-RAIL-001-02,METAL-RAIL-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-METAL-RAIL-001-03,METAL-RAIL-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-METAL-CEIL-001-01,METAL-CEIL-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-METAL-CEIL-001-02,METAL-CEIL-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-METAL-CEIL-001-03,METAL-CEIL-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-METAL-LOUVER-001-01,METAL-LOUVER-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-METAL-LOUVER-001-02,METAL-LOUVER-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-METAL-LOUVER-001-03,METAL-LOUVER-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-ROOF-SHEET-001-01,ROOF-SHEET-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-ROOF-SHEET-001-02,ROOF-SHEET-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-ROOF-SHEET-001-03,ROOF-SHEET-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-ROOF-DRAIN-001-01,ROOF-DRAIN-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-ROOF-DRAIN-001-02,ROOF-DRAIN-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-ROOF-DRAIN-001-03,ROOF-DRAIN-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-STONE-EXT-001-01,STONE-EXT-001,바탕면 평활도,들뜸·오염 없음,육안/타진,시공 전,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-STONE-EXT-001-02,STONE-EXT-001,줄눈·수평,도면 줄눈폭 및 수평 유지,줄자/레벨,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
Q-STONE-EXT-001-03,STONE-EXT-001,부착상태,들뜸·균열 없음,타진/육안,양생 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/viewer/KCS%2041%2000%2000%3A2022-10-11
